id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan,Unnamed: 14,Unnamed: 15,rand_num,omset_outlier,omset_trim,Unnamed: 19,aset_baru,aset_baru_2,efficiency,aset_sim,total_tk_est,total_tenaga_kerja,lama_usaha,lama_usaha_mod
28828585,UD. Qisha Saprahan,Makanan & Minuman,1.0,1.0,4578485,9272432,Bukalapak,542,Belum Terdaftar,2024.0,40437845,333000000,542,,,0.531361356,9272432,9272432,,17603067,4578484.943,0.6954406328526657,5912254.413402015,2.0,2.0,0.0,0.27330897289420863
28828586,UD. Tasya Tunggul,Makanan & Minuman,2.0,4.0,8094052,9852416,Website Sendiri,852,Belum Terdaftar,2020.0,29620364,387000000,852,,,0.604690178,9852416,9852416,,12617609,8094051.507,0.5684047758447964,20707316.203534063,6.0,6.0,4.0,3.9377791692891764
28828587,UD. Yudi Kamajaya,Makanan & Minuman,2.0,2.0,4244193,9952349,Website Sendiri,203,Belum Terdaftar,2013.0,7599645,105000000,203,,,0.654201064,9952349,9952349,,19807314,4244192.622,1.7972532147201865,7338093.050126007,4.0,4.0,11.0,10.976048589890112
28828588,UD. Putri Wiraatmaja Rafif,Makanan & Minuman,2.0,2.0,13541438,9854767,Website Sendiri,904,Belum Terdaftar,2014.0,27949766,306000000,904,,,0.844019872,9854767,9854767,,6899382,13541437.7,0.9136474352390513,12088623.614230078,4.0,4.0,10.0,10.246612760721561
28828589,UD. Olivia Kusumasari,Makanan & Minuman,1.0,1.0,5761603,8571607,Shopee,669,Belum Terdaftar,2024.0,26743044,369000000,669,,,0.660589897,8571607,8571607,,9171949,5761602.802,1.0273793934641757,6824868.290501375,2.0,2.0,0.0,-0.03666074312831469
28828590,UD. Dea Tunggul Ziva,Makanan & Minuman,1.0,0.0,7656804,8275679,Website Sendiri,841,Belum Terdaftar,2022.0,42316256,318000000,841,,,0.901763021,8275679,8275679,,11921606,7656803.535,0.5655824044092813,15701328.527749289,1.0,1.0,2.0,1.6832942387812448
28828591,UD. Iqra Panji,Makanan & Minuman,2.0,1.0,5563179,8497878,Tokopedia,633,Belum Terdaftar,2007.0,30340026,321000000,633,,,0.129117178,8497878,8497878,,14133363,5563178.838,0.8043240129457139,8804341.384415742,3.0,3.0,17.0,17.003488445225614
28828592,UD. Tono Surapati,Makanan & Minuman,2.0,3.0,8205676,9373593,Website Sendiri,285,Belum Terdaftar,2018.0,30303492,114000000,285,,,0.961290239,9373593,9373593,,1580048,8205675.565,1.045368062041001,9478930.490723325,5.0,5.0,6.0,5.965401951704067
28828593,UD. Qisha Kusumah,Makanan & Minuman,0.0,1.0,4925150,9832997,Shopee,104,Belum Terdaftar,2014.0,36411826,204000000,104,,,0.428257043,9832997,9832997,,8600667,4925150.317,0.6310328036854839,13280928.37010977,1.0,1.0,10.0,9.960024587345558
28828594,UD. Tari Jayeng,Makanan & Minuman,1.0,0.0,10010652,8357279,Shopee,173,Belum Terdaftar,2014.0,14467426,96000000,173,,,0.595019319,8357279,8357279,,7334738,4680076.24,1.1621586806653235,10981889.715532739,1.0,1.0,10.0,9.75420140641551
28828595,UD. Uli Widhi,Makanan & Minuman,1.0,2.0,5311335,9359668,Bukalapak,327,Belum Terdaftar,2024.0,1443409,198000000,327,,,0.745743383,9359668,9359668,,3921115,5311334.668,0.7864269222212835,7975918.518546702,3.0,3.0,0.0,-0.26880833500443374
28828596,UD. Clarissa Cahaya,Makanan & Minuman,1.0,1.0,2326374,8163353,Tokopedia,545,Belum Terdaftar,2018.0,14100697,309000000,545,,,0.417188881,8163353,8163353,,7998964,2326374.305,0.8898721307279729,12254334.320651496,2.0,2.0,6.0,6.22229739521848
28828597,UD. Nisa Hastinapura,Makanan & Minuman,0.0,1.0,6189169,9790419,Lazada,991,Belum Terdaftar,2019.0,19215487,375000000,991,,,0.56678738,9790419,9790419,,7310663,6189168.558,0.7860910568196657,12551850.54623566,1.0,1.0,5.0,5.095338230926206
28828598,UD. Chiko Suryaatmaja,Makanan & Minuman,1.0,0.0,3559363,9050652,Tokopedia,914,Belum Terdaftar,2013.0,1438940,471000000,914,,,0.588290908,9050652,9050652,,15921520,3559362.907,2.09784635614044,3090591.2625342635,1.0,1.0,11.0,10.605081741764156
28828599,UD. Damar Panji,Makanan & Minuman,2.0,2.0,6262127,8933377,Lazada,195,Belum Terdaftar,2012.0,-966481,438000000,195,,,0.400727505,8933377,8933377,,13395817,6262126.894,0.9946156579184207,9399245.05276444,4.0,4.0,12.0,12.268233803012183
28828600,UD. Qayla Sukarela,Makanan & Minuman,2.0,3.0,5197965,9543682,Tokopedia,58,Belum Terdaftar,2023.0,30437016,150000000,58,,,0.71619955,9543682,9543682,,13004569,5197965.468,0.6550233654225043,16403357.141754566,5.0,5.0,1.0,0.6971031218257386
28828601,UD. Kinan Buana,Makanan & Minuman,0.0,1.0,12078434,8453220,Website Sendiri,218,Belum Terdaftar,2007.0,13830054,381000000,218,,,0.096001804,8453220,8453220,,5760544,2874094.8,1.3896028193574608,9500058.299212087,1.0,1.0,17.0,17.190144837666026
28828602,UD. Niken Lintang,Makanan & Minuman,2.0,3.0,4484518,9247764,Lazada,235,Belum Terdaftar,2020.0,19447906,363000000,235,,,0.911598101,9247764,9247764,,2774502,4484518.362,0.6136457572080144,15853057.084798345,5.0,5.0,4.0,3.67685105435114
28828603,UD. Lidya Pamungkas,Makanan & Minuman,3.0,3.0,6573355,8882912,Tokopedia,190,Belum Terdaftar,2018.0,16610775,273000000,190,,,0.518032993,8882912,8882912,,2690747,6573354.88,1.0871346113951792,5944200.079693666,6.0,6.0,6.0,6.377101720272942
28828604,UD. Farid Agastya,Makanan & Minuman,2.0,4.0,10971809,8135584,Bukalapak,788,Belum Terdaftar,2024.0,2465437,183000000,788,,,0.942828906,8135584,8135584,,4318818,3742368.64,0.4566362990125291,17955407.514263514,6.0,6.0,0.0,0.32040878100646153
28828605,UD. Yumna Sentosa,Makanan & Minuman,1.0,0.0,5701492,8983171,Shopee,399,Belum Terdaftar,2016.0,3640941,342000000,399,,,0.847914762,8983171,8983171,,6577190,5701491.932,0.5878553177792368,19823244.872081876,1.0,1.0,8.0,7.746414679327019
28828606,UD. Yusuf Suryaputra,Makanan & Minuman,2.0,3.0,7898606,9122540,Tokopedia,964,Belum Terdaftar,2024.0,13373861,276000000,964,,,0.467919192,9122540,9122540,,2836467,7898605.535,1.0819278480708665,11800940.4694989,5.0,5.0,0.0,-0.3932588137265165
28828607,UD. Krisna Trisula,Makanan & Minuman,2.0,2.0,6753825,8982400,Tokopedia,956,Belum Terdaftar,2021.0,11729890,141000000,956,,,0.297686728,8982400,8982400,,4253068,6753824.844,1.3436457547152147,8957004.055065013,4.0,4.0,3.0,2.6477215568457764
28828608,UD. Heri Wiyata,Makanan & Minuman,1.0,1.0,4757272,9555581,Shopee,186,Belum Terdaftar,2022.0,5066991,468000000,186,,,0.063398032,9555581,9555581,,1520179,4757271.902,1.0709512931096916,10911734.439242832,2.0,2.0,2.0,2.246993504090696
28828609,UD. Anang Baswara,Makanan & Minuman,1.0,2.0,4268208,8536416,Lazada,608,Belum Terdaftar,2019.0,42319881,45000000,608,,,0.512566627,8536416,8536416,,5518416,4268208.0,0.9547943395443348,10689206.089274622,3.0,3.0,5.0,4.661425521471887
28828610,UD. Gilang Galang,Makanan & Minuman,2.0,3.0,5385861,9792474,Lazada,505,Belum Terdaftar,2019.0,36037162,126000000,505,,,0.079903232,9792474,9792474,,8893925,5385860.7,0.8865289670665591,13942746.120528653,5.0,5.0,5.0,5.222516886767494
28828611,UD. Sekar Trijaya,Makanan & Minuman,3.0,3.0,4726567,8956429,Website Sendiri,122,Belum Terdaftar,2018.0,2048411,426000000,122,,,0.308162805,8956429,8956429,,3916286,4726566.572,0.553546900421888,15038500.57006192,6.0,6.0,6.0,6.255842151786601
28828612,UD. Diyan Prawira,Makanan & Minuman,0.0,1.0,5411935,8462689,Website Sendiri,768,Belum Terdaftar,2015.0,27972433,210000000,768,,,0.282624268,8462689,8462689,,5721490,5411935.334,0.7498083163196864,7898754.745015809,1.0,1.0,9.0,8.845527928487998
28828613,UD. Fajar Darussalam Lukita,Makanan & Minuman,3.0,4.0,5935295,9091255,Website Sendiri,130,Belum Terdaftar,2024.0,10056449,264000000,130,,,0.458730696,9091255,9091255,,423,5935294.972,0.8317232644078729,11103133.623172084,7.0,7.0,0.0,0.1880974132798
28828614,UD. Yumna Wira,Makanan & Minuman,2.0,4.0,6309171,8165706,Bukalapak,952,Belum Terdaftar,2021.0,5567269,312000000,952,,,0.827954443,8165706,8165706,,14721392,6309170.625,1.5263036395409089,3306033.930913457,6.0,6.0,3.0,3.2562433397922863
28828615,UD. Sani Segar,Makanan & Minuman,3.0,2.0,5246354,8197428,Shopee,822,Belum Terdaftar,2024.0,44281523,471000000,822,,,0.553370004,8197428,8197428,,3413431,5246353.92,1.1473412576548843,4507164.598746898,5.0,5.0,0.0,0.22450107396914476
28828616,UD. Nazar Baruna,Makanan & Minuman,2.0,4.0,4960922,9019858,Lazada,58,Belum Terdaftar,2024.0,11120279,360000000,58,,,0.213550525,9019858,9019858,,11981109,4960921.9,0.4940018276300466,16458057.869769052,6.0,6.0,0.0,-0.2467486172906428
28828617,UD. Nazar Dwijaputra Dito,Makanan & Minuman,0.0,1.0,2898659,8646058,,177,Belum Terdaftar,2013.0,10063419,375000000,177,,,0.061049002,8646058,8646058,,6578825,2898658.833,1.1384111791023763,13808131.17151957,1.0,1.0,11.0,10.95943057166643
28828618,UD. Lutfi Reswara,Makanan & Minuman,2.0,2.0,2635790,9909849,Website Sendiri,227,Belum Terdaftar,2024.0,18916365,348000000,227,,,0.012181695,9909849,9909849,,7919344,2635789.814,0.8572438067962413,11900440.595670145,4.0,4.0,0.0,-0.3454046830116882
28828619,UD. Ujang Wibawa,Makanan & Minuman,2.0,1.0,4247147,8013485,Shopee,786,Belum Terdaftar,2024.0,2859830,312000000,786,,,0.711190867,8013485,8013485,,12291045,4247147.05,0.7627928336294895,11410223.55783418,3.0,3.0,0.0,0.020257266266101304
28828620,UD. Jafar Sanjaya,Makanan & Minuman,4.0,3.0,4513959,9293295,Website Sendiri,785,Belum Terdaftar,2011.0,10486347,276000000,785,,,0.35246633,9293295,9293295,,1793930,4513958.669,1.2772004261734304,4220394.1874954365,7.0,7.0,13.0,12.953859015217146
28828621,UD. Xenia Nirbayu,Makanan & Minuman,1.0,1.0,3187226,9161289,Tokopedia,442,Belum Terdaftar,2021.0,15890269,186000000,442,,,0.246805874,9161289,9161289,,5328746,3187226.4,1.5104382024099672,1455936.2538462318,2.0,2.0,3.0,3.322094437385507
28828622,UD. Jihan Gatra,Makanan & Minuman,2.0,2.0,5435022,9054627,Website Sendiri,189,Belum Terdaftar,2021.0,844616,255000000,189,,,0.522798175,9054627,9054627,,8284736,5435022.366,1.4513759647023547,4191018.6249542935,4.0,4.0,3.0,2.614467178841297
28828623,UD. Dewi Mandiri,Makanan & Minuman,2.0,3.0,5508681,9449907,Shopee,503,Belum Terdaftar,2019.0,39753473,111000000,503,,,0.494828719,9449907,9449907,,5860059,5508681.466,0.7148468112170341,16814974.385236226,5.0,5.0,5.0,5.024193426890004
28828624,UD. Fikri Jaladara,Makanan & Minuman,0.0,1.0,4898374,8522115,Lazada,803,Belum Terdaftar,2024.0,22889862,279000000,803,,,0.417514959,8522115,8522115,,2800283,4898374.204,0.883658193245949,10479819.240946667,1.0,1.0,0.0,0.18584478025619977
28828625,UD. Lukman Wangi,Makanan & Minuman,1.0,2.0,3541387,8081874,Shopee,765,Belum Terdaftar,2024.0,17052948,174000000,765,,,0.921339689,8081874,8081874,,9468992,3541387.466,1.1416851498463039,8575386.846365117,3.0,3.0,0.0,-0.02883710223956709
28828626,UD. Jasmin Prajurit,Makanan & Minuman,3.0,2.0,4982281,9629580,Lazada,405,Belum Terdaftar,2023.0,37471339,228000000,405,,,0.815283912,9629580,9629580,,5062487,4982280.593,1.4773028859135664,8364766.948407891,5.0,5.0,1.0,0.790470894274516
28828627,UD. Ony Mayang,Makanan & Minuman,2.0,3.0,2165549,8438597,Shopee,618,Belum Terdaftar,2016.0,28277547,270000000,618,,,0.971863954,8438597,8438597,,12962262,2165549.436,0.8255795163888756,8743048.996776748,5.0,5.0,8.0,8.087876004918105
28828628,UD. Gema Prana,Makanan & Minuman,2.0,4.0,7423675,9795857,Shopee,502,Belum Terdaftar,2017.0,-7608569,273000000,502,,,0.893328974,9795857,9795857,,4827749,7423674.84,0.9284269369106899,14020940.228726732,6.0,6.0,7.0,7.389684252952084
28828629,UD. Celsi Cahyaningrat,Makanan & Minuman,1.0,0.0,3774135,8941327,Lazada,329,Belum Terdaftar,2023.0,2339389,456000000,329,,,0.14720558,8941327,8941327,,16466705,3774134.575,0.642406505455324,12336468.632549373,1.0,1.0,1.0,0.6328001022039593
,UD. Ucup Tirtayasa,Makanan & Minuman,1.0,1.0,4843207,9770806,Tokopedia,720,Belum Terdaftar,2021.0,30499396,348000000,720,,,0.78916542,9770806,9770806,,1481281,4843206.671,0.6197230157022976,19281989.039263245,2.0,2.0,3.0,2.7568342259441
28828631,UD. Hilmiyah Tunggul,Makanan & Minuman,1.0,1.0,13968621,9620557,Shopee,384,Belum Terdaftar,2017.0,616396,96000000,384,,,0.03701057,9620557,9620557,,6440549,4329250.65,1.38404494164855,8056799.182703111,2.0,2.0,7.0,6.992485465912149
28828632,UD. Cipta Nawasena Qira,Makanan & Minuman,1.0,0.0,7662790,8912797,Shopee,857,Belum Terdaftar,2024.0,4430004,99000000,857,,,0.938647626,8912797,8912797,,6279335,7662790.067,1.720295384798206,1000000.0,1.0,1.0,0.0,0.07807951617866699
28828633,UD. Ony Nawasena,Makanan & Minuman,3.0,2.0,13057740,9925604,Bukalapak,675,Belum Terdaftar,2019.0,19350377,213000000,675,,,0.823950042,9925604,9925604,,13418475,4863545.96,0.9716068335025124,8345635.187645649,5.0,5.0,5.0,5.0993201715314775
28828634,UD. Livia Wijaya,Makanan & Minuman,1.0,1.0,10528623,9411445,Website Sendiri,98,Belum Terdaftar,2017.0,21481690,330000000,98,,,0.683902079,9411445,9411445,,4514862,2917547.95,1.4939343736760116,1837425.0405353736,2.0,2.0,7.0,6.648167542625033
28828635,UD. Carissa Rejo,Makanan & Minuman,3.0,2.0,6512419,9456828,Bukalapak,385,Belum Terdaftar,2024.0,47340164,141000000,385,,,0.778363208,9456828,9456828,,11736585,6512419.491,1.155640123601318,11091399.91554646,5.0,5.0,0.0,-0.301662766532738
28828636,UD. Qisya Berkarya Pandu,Makanan & Minuman,1.0,1.0,12662149,8447230,Shopee,556,Belum Terdaftar,2018.0,18710881,438000000,556,,,0.78847984,8447230,8447230,,16606482,4139142.7,0.7725582242585304,10872262.897897406,2.0,2.0,6.0,6.355744926862595
28828637,UD. Ujang Kusumah Erlangga,Makanan & Minuman,3.0,2.0,7954930,8670160,Shopee,628,Belum Terdaftar,2020.0,9315093,126000000,628,,,0.737140527,8670160,8670160,,11489416,7954929.676,1.1555289935585622,1932339.4480792284,5.0,5.0,4.0,3.660277395394644
28828638,UD. Nina Sanjaya,Makanan & Minuman,0.0,1.0,4550991,8797166,Shopee,358,Belum Terdaftar,2013.0,9341456,57000000,358,,,0.571655984,8797166,8797166,,15022197,4550991.286,1.8500536276451471,5694454.2290993575,1.0,1.0,11.0,10.935289184557108
28828639,UD. Jihan Prima,Makanan & Minuman,2.0,3.0,5459389,8859744,Tokopedia,443,Belum Terdaftar,2022.0,27276813,279000000,443,,,0.100157354,8859744,8859744,,15328140,5459388.75,0.9857717760301706,7644711.241340283,5.0,5.0,2.0,2.061802689598049
28828640,UD. Mira Kelana,Makanan & Minuman,2.0,3.0,4725239,8089512,Bukalapak,243,Belum Terdaftar,2018.0,22991531,18000000,243,,,0.738914342,8089512,8089512,,6062883,4725238.977,1.869848594958136,1000000.0,5.0,5.0,6.0,5.851328853903852
28828641,UD. Jaya Ayodya,Makanan & Minuman,1.0,2.0,2223142,8176435,Website Sendiri,869,Belum Terdaftar,2024.0,18160229,unknown,869,,,0.898014195,8176435,8176435,,15523190,2223141.763,0.35067407728429023,27511251.697577633,3.0,3.0,0.0,-0.195457366489459
28828642,UD. Niken Arya,Makanan & Minuman,1.0,2.0,7017813,9613443,Tokopedia,153,Belum Terdaftar,2020.0,15004732,330000000,153,,,0.6708759,9613443,9613443,,2864486,7017813.39,1.3892457885953065,7188115.433643516,3.0,3.0,4.0,3.8321657396334823
28828643,UD. Sekar Siang,Makanan & Minuman,2.0,2.0,7464640,8782614,Lazada,604,Belum Terdaftar,2017.0,9208418,267000000,604,,,0.991002907,8782614,8782614,,14814322,7464639.7,1.0354320997712374,7748497.723010845,4.0,4.0,7.0,6.826088605027177
28828644,UD. Hanafi Bagaskara,Makanan & Minuman,1.0,1.0,5315191,9414561,Shopee,689,Belum Terdaftar,2022.0,19768611,420000000,689,,,0.360420125,9414561,9414561,,3519690,5315191.465,0.8872726671041238,9612112.025273051,2.0,2.0,2.0,1.903516093121492
28828645,UD. Gema Wijaksana,Makanan & Minuman,1.0,2.0,3029653,8697139,Tokopedia,783,Belum Terdaftar,2016.0,22445156,267000000,783,,,0.837331228,8697139,8697139,,5425855,3029652.881,1.037386231385605,4600505.233010989,3.0,3.0,8.0,7.692862705015594
28828646,UD. Eddy Wira,Makanan & Minuman,1.0,0.0,2264722,8180960,Lazada,612,Belum Terdaftar,2017.0,29581544,141000000,612,,,0.457929795,8180960,8180960,,10417028,2264721.954,0.4515687868779333,14855380.364881152,1.0,1.0,7.0,7.282826336618932
28828647,UD. Marsel Gandewa,Makanan & Minuman,1.0,2.0,5936160,9679518,Shopee,76,Belum Terdaftar,2019.0,39559611,399000000,76,,,0.84547589,9679518,9679518,,5330074,5936159.601,0.915881073523393,13780823.488625862,3.0,3.0,5.0,5.207524047364558
28828648,UD. Niken Ananta,Makanan & Minuman,1.0,1.0,8101591,9745282,Tokopedia,unknown,Belum Terdaftar,2021.0,42340076,126000000,666,,,0.561308227,9745282,9745282,,8010453,8101591.108,1.1535510204021941,7263364.759625132,2.0,2.0,3.0,2.6272832049548818
28828649,UD. Qyla Prana Balqis,Makanan & Minuman,1.0,1.0,10880564,8337772,Shopee,809,Belum Terdaftar,2024.0,45004857,246000000,809,,,0.325400212,8337772,8337772,,14191564,3501864.24,1.8060779538830196,4671676.519968128,2.0,2.0,0.0,0.20901020081810873
28828650,UD. Prananda Manggala,Makanan & Minuman,3.0,4.0,4672048,8342943,Bukalapak,417,Belum Terdaftar,2023.0,42206075,336000000,417,,,0.027127788,8342943,8342943,,1283428,4672048.08,0.8127692075321211,5154010.275598647,7.0,7.0,1.0,1.2624435356314887
28828651,UD. Qanita Mandiri,Makanan & Minuman,3.0,2.0,5707899,8889892,Shopee,684,Belum Terdaftar,2016.0,3394348,243000000,684,,,0.658375182,8889892,8889892,,2255602,5707899.417,0.7236861745330885,8988950.972468965,5.0,5.0,8.0,8.337616261827124
28828652,UD. Tania Madani,Makanan & Minuman,1.0,2.0,6722519,9886057,Website Sendiri,105,Belum Terdaftar,2021.0,15866530,261000000,105,,,0.916517036,9886057,9886057,,11494497,6722518.76,0.8181555369907431,13607877.989928564,3.0,3.0,3.0,3.09035842714663
28828653,UD. Wulan Sukma Fikri,Makanan & Minuman,0.0,1.0,2589036,8643499,Website Sendiri,574,Belum Terdaftar,2019.0,30988503,348000000,574,,,0.216317657,8643499,8643499,,7850727,2589035.785,1.442187195599961,6937606.082403847,1.0,1.0,5.0,5.2822692000809175
28828654,UD. Chiko Tejakencana Pandu,Makanan & Minuman,2.0,4.0,2553117,9098843,Shopee,901,Belum Terdaftar,2022.0,34065515,147000000,901,,,0.972034132,9098843,9098843,,7764434,2553117.224,1.1405384139660575,12361111.425941586,6.0,6.0,2.0,2.207283491168871
28828655,UD. Candra Kalbu,Makanan & Minuman,2.0,3.0,3187493,9098927,Tokopedia,920,Belum Terdaftar,2024.0,29418973,132000000,920,,,0.132959095,9098927,9098927,,10353288,3187493.293,0.809042295962831,14603931.393649517,5.0,5.0,0.0,-0.3796702376409469
28828656,UD. Delia Paseban,Makanan & Minuman,1.0,0.0,2620898,8190306,Lazada,942,Belum Terdaftar,2018.0,25961847,222000000,942,,,0.024118518,8190306,8190306,,6678490,2620897.92,1.2279019401584501,6093385.496409926,1.0,1.0,6.0,6.2488200468688495
28828657,UD. Taufan Jatiwangi,Makanan & Minuman,1.0,3.0,2983639,9314825,Lazada,418,Belum Terdaftar,2024.0,2851153,228000000,418,,,0.26049267,9314825,9314825,,1982547,2983639.177,1.0395947978068132,10142437.405366516,4.0,4.0,0.0,0.06481338824475402
28828658,UD. Kamil Nirmala,Makanan & Minuman,2.0,4.0,3073292,9913844,Website Sendiri,606,Belum Terdaftar,2021.0,2188941,339000000,606,,,0.392209016,9913844,9913844,,14994334,3073291.64,1.473231071035493,5937811.860462179,6.0,6.0,3.0,3.120444616151124
28828659,UD. Damar Wibawa,Makanan & Minuman,0.0,1.0,4083222,9625649,Website Sendiri,983,Belum Terdaftar,2019.0,9498461,351000000,983,,,0.64986327,9625649,9625649,,12802964,4083222.106,0.7551633182591341,17883471.26515527,1.0,1.0,5.0,5.307945337022699
28828660,UD. Berlian Cempaka,Makanan & Minuman,1.0,1.0,2991198,9266156,Tokopedia,416,Belum Terdaftar,2023.0,3077285,216000000,416,,,0.621727903,9266156,9266156,,13873612,2991198.219,0.877160881085027,13436341.168502208,2.0,2.0,1.0,0.6083399666519539
28828661,UD. Riko Wening,Makanan & Minuman,1.0,1.0,6011810,8497866,Bukalapak,64,Belum Terdaftar,2014.0,20055752,336000000,64,,,0.94245886,8497866,8497866,,9695804,6011809.557,0.8548380345603578,10365120.427128086,2.0,2.0,10.0,9.686314615779162
28828662,UD. Fani Manik,Makanan & Minuman,2.0,3.0,6932716,8446714,Website Sendiri,16,Belum Terdaftar,2013.0,32524657,279000000,16,,,0.20113002,8446714,8446714,,1932186,6932716.203,0.5568797342952845,15668919.066398399,5.0,5.0,11.0,11.059036781567757
